"","submit_name","submit_bety_id","submit_in_PFT","accept_name","accept_bety_id","accept_in_PFT","sourceid","score","authority","uri","case","use","proposed_bety_name","reviewed","bety_name"
"229","Cordia collococa",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Cordia collococa",TRUE,"Cordia nodosa"
"230","Cotylelobium burckii",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Cotylelobium burckii",TRUE,"Cotylelobium burckii"
"231","Diospyros brachiata",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Diospyros brachiata",TRUE,"Diospyros dictyoneura"
"232","Diospyros mindanaensis",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Diospyros mindanaensis",TRUE,"Diospyros mindanaensis"
"233","Dipterocarpus globosus",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Dipterocarpus globosus",TRUE,"Dipterocarpus globosus"
"234","Dryobalanops aromatica",40969,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Dryobalanops aromatica",TRUE,"Dryobalanops aromatica"
"235","Dryobalanops sumatrensis",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Dryobalanops sumatrensis",TRUE,"Dryobalanops sumatrensis"
"236","Dussia munda",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Dussia munda",TRUE,"Dussia munda"
"237","Galbulimima baccata",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Galbulimima baccata",TRUE,"Galbulimima belgraveana"
"238","Heritiera sumatrana",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Heritiera sumatrana",TRUE,"Heritiera sumatrana"
"239","Isonandra lanceolata",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Isonandra lanceolata",TRUE,"Isonandra lanceolata"
"240","Lophopetalum subobovatum",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",0.5,"","",13,"submit","Lophopetalum subobovatum",TRUE,"Lophopetalum subobovatum"
"241","Mallotus wrayi",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Mallotus wrayi",TRUE,"Mallotus wrayi"
"242","Payena endertii",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Payena endertii",TRUE,"Payena endertii"
"243","Pentace adenophora",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",0.5,"","",13,"submit","Pentace adenophora",TRUE,"Pentace adenophora"
"244","Pistacia weinmannifolia",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Pistacia weinmannifolia",TRUE,"Pistacia weinmanniifolia"
"245","Santiria mollis",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",0.5,"","",13,"submit","Santiria mollis",TRUE,"Santiria mollis"
"246","Shorea ovalis",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Shorea ovalis",TRUE,"Shorea ovalis"
"247","Sindora leiocarpa",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Sindora leiocarpa",TRUE,"Sindora leiocarpa"
"248","Stemonurus umbellatus",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",0.5,"","",13,"submit","Stemonurus umbellatus",TRUE,"Stemonurus umbellatus"
"249","Tachigalia versicolor",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Tachigalia versicolor",TRUE,"Tachigali versicolor"
"250","Trimenia neocaledonica",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Trimenia neocaledonica",TRUE,"Trimenia neocaledonica"
"251","Zygogynum baillonii",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Zygogynum baillonii",TRUE,"Zygogynum baillonii"
"252","Zygogynum bicolor",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Zygogynum bicolor",TRUE,"Zygogynum bicolor"
"253","Zygogynum pomiferum",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Zygogynum pomiferum",TRUE,"Zygogynum pomiferum"
"254","Zygogynum queenslandianum",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",0.5,"","",13,"submit","Zygogynum queenslandianum",TRUE,"Zygogynum queenslandianum"
"255","Zygogynum semecarpoides",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",0.5,"","",13,"submit","Zygogynum semecarpoides",TRUE,"Zygogynum semecarpoides"
